date,time,icon,wind,temp_low,temp_high,weather
2017-05-08,12 am,14,10,57,63,Passing clouds.
2017-05-08,6 am,22,9,55,68,Thunderstorms. Mostly cloudy.
2017-05-08,12 pm,6,13,73,82,Partly sunny.
2017-05-08,6 pm,14,11,72,81,Passing clouds.
2017-05-09,12 am,13,11,63,72,Clear.
2017-05-09,6 am,6,12,63,72,Partly sunny.
2017-05-09,12 pm,5,4,75,81,High level clouds.
2017-05-09,6 pm,14,4,72,79,Passing clouds.
2017-05-10,12 am,14,7,61,70,Passing clouds.
2017-05-10,6 am,22,12,59,64,Thunderstorms. Mostly cloudy.
2017-05-10,12 pm,7,8,63,70,Overcast.
2017-05-10,6 pm,17,12,61,70,Overcast.
2017-05-11,12 am,17,8,55,61,Overcast.
2017-05-11,6 am,6,9,55,68,Partly sunny.
2017-05-11,12 pm,2,9,68,73,Passing clouds.
2017-05-11,6 pm,14,6,59,70,Passing clouds.
2017-05-12,12 am,14,7,48,57,Passing clouds.
2017-05-12,6 am,1,10,52,70,Sunny.
2017-05-12,12 pm,2,11,72,75,Passing clouds.
2017-05-12,6 pm,13,4,61,73,Clear.
2017-05-13,12 am,13,6,55,59,Clear.
2017-05-13,6 am,2,6,57,77,Passing clouds.
2017-05-13,12 pm,1,12,79,81,Sunny.
2017-05-13,6 pm,13,8,64,79,Clear.
2017-05-14,12 am,13,7,57,63,Clear.
2017-05-14,6 am,6,15,59,77,Partly sunny.
2017-05-14,12 pm,2,15,79,84,Passing clouds.
2017-05-14,6 pm,14,9,73,82,Passing clouds.
2017-05-15,12 am,14,9,68,72,Passing clouds.
2017-05-15,6 am,6,9,70,82,Partly sunny.
2017-05-15,12 pm,6,16,84,90,Partly sunny.
2017-05-15,6 pm,14,14,77,88,Passing clouds.
2017-05-16,12 am,14,14,72,77,Passing clouds.
2017-05-16,6 am,6,14,72,81,Partly sunny.
2017-05-16,12 pm,2,20,84,90,Passing clouds.
2017-05-16,6 pm,6,15,66,84,Partly sunny.
2017-05-17,12 am,22,11,63,66,Thunderstorms. Mostly cloudy.
2017-05-17,6 am,6,17,64,75,Partly sunny.
2017-05-17,12 pm,22,22,63,81,Thunderstorms. Mostly cloudy.
2017-05-17,6 pm,17,13,63,66,Overcast.
2017-05-18,12 am,17,18,57,63,Overcast.
2017-05-18,6 am,7,14,59,64,Overcast.
2017-05-18,12 pm,7,12,61,66,Overcast.
2017-05-18,6 pm,17,15,54,61,Overcast.
2017-05-19,12 am,22,15,50,54,Thunderstorms. Mostly cloudy.
2017-05-19,6 am,7,11,52,54,Overcast.
2017-05-19,12 pm,18,12,50,54,Drizzle. Fog.
2017-05-19,6 pm,18,14,50,50,Drizzle. Fog.
2017-05-20,12 am,34,14,48,50,Drizzle. Fog.
2017-05-20,6 am,18,14,48,55,Drizzle. Fog.
2017-05-20,12 pm,6,17,57,68,Partly sunny.
2017-05-20,6 pm,17,16,54,61,Overcast.
2017-05-21,12 am,17,14,48,52,Overcast.
2017-05-21,6 am,7,18,46,54,Overcast.
2017-05-21,12 pm,6,19,54,57,Partly sunny.
2017-05-21,6 pm,13,9,48,59,Clear.
2017-05-22,12 am,13,9,48,54,Clear.
2017-05-22,6 am,6,14,54,66,Partly sunny.
2017-05-22,12 pm,6,17,70,72,Partly sunny.
2017-05-22,6 pm,17,10,57,68,Overcast.
2017-05-23,12 am,14,9,52,55,Passing clouds.
2017-05-23,6 am,2,12,52,61,Passing clouds.
2017-05-23,12 pm,6,14,57,63,Partly sunny.
2017-05-23,6 pm,14,7,52,57,Passing clouds.
2017-05-24,12 am,34,8,52,54,Drizzle. Fog.
2017-05-24,6 am,7,11,54,55,Overcast.
2017-05-24,12 pm,6,10,55,64,Partly sunny.
2017-05-24,6 pm,14,3,54,63,Passing clouds.
2017-05-25,12 am,13,0,46,54,Clear.
2017-05-25,6 am,2,6,52,66,Passing clouds.
2017-05-25,12 pm,2,12,70,73,Passing clouds.
2017-05-25,6 pm,17,9,66,72,Overcast.
2017-05-26,12 am,14,6,61,63,Passing clouds.
2017-05-26,6 am,18,4,61,72,Drizzle. Fog.
2017-05-26,12 pm,2,4,75,82,Passing clouds.
2017-05-26,6 pm,14,4,68,81,Passing clouds.
2017-05-27,12 am,14,4,61,66,Passing clouds.
2017-05-27,6 am,9,5,61,70,Fog.
2017-05-27,12 pm,6,10,64,68,Partly sunny.
2017-05-27,6 pm,14,7,59,66,Passing clouds.
2017-05-28,12 am,17,4,57,57,Overcast.
2017-05-28,6 am,2,8,57,73,Passing clouds.
2017-05-28,12 pm,2,16,77,81,Passing clouds.
2017-05-28,6 pm,2,9,64,79,Passing clouds.
2017-05-29,12 am,13,4,57,59,Clear.
2017-05-29,6 am,2,11,57,72,Passing clouds.
2017-05-29,12 pm,2,22,73,75,Passing clouds.
2017-05-29,6 pm,14,11,61,72,Passing clouds.
2017-05-30,12 am,14,4,54,57,Passing clouds.
2017-05-30,6 am,2,12,55,75,Passing clouds.
2017-05-30,12 pm,2,17,75,79,Passing clouds.
2017-05-30,6 pm,13,7,64,75,Clear.
2017-05-31,12 am,13,1,50,59,Clear.
2017-05-31,6 am,1,6,52,70,Sunny.
2017-05-31,12 pm,2,8,72,77,Passing clouds.
2017-05-31,6 pm,14,2,61,73,Passing clouds.
2017-06-01,12 am,13,2,55,59,Clear.
2017-06-01,6 am,2,4,57,77,Passing clouds.
2017-06-01,12 pm,2,7,79,82,Passing clouds.
2017-06-01,6 pm,14,7,72,81,Passing clouds.
2017-06-02,12 am,13,7,64,66,Clear.
2017-06-02,6 am,2,9,66,81,Passing clouds.
2017-06-02,12 pm,2,11,81,88,Passing clouds.
2017-06-02,6 pm,14,7,73,84,Passing clouds.
2017-06-03,12 am,13,5,66,73,Clear.
2017-06-03,6 am,2,6,68,84,Passing clouds.
2017-06-03,12 pm,2,12,88,90,Passing clouds.
2017-06-03,6 pm,14,7,77,86,Passing clouds.
2017-06-04,12 am,14,4,72,75,Passing clouds.
2017-06-04,6 am,6,4,72,86,Partly sunny.
2017-06-04,12 pm,2,4,90,93,Passing clouds.
2017-06-04,6 pm,2,3,72,91,Passing clouds.
2017-06-05,12 am,14,1,64,73,Passing clouds.
2017-06-05,6 am,1,7,68,84,Sunny.
2017-06-05,12 pm,1,12,88,90,Sunny.
2017-06-05,6 pm,13,9,73,86,Clear.
2017-06-06,12 am,13,4,61,72,Clear.
2017-06-06,6 am,2,6,64,77,Passing clouds.
2017-06-06,12 pm,2,7,79,82,Passing clouds.
2017-06-06,6 pm,14,6,70,81,Passing clouds.
2017-06-07,12 am,14,4,57,68,Passing clouds.
2017-06-07,6 am,6,3,61,77,Partly sunny.
2017-06-07,12 pm,6,8,79,82,Partly sunny.
2017-06-07,6 pm,15,6,66,81,Partly cloudy.
2017-06-08,12 am,14,6,59,64,Passing clouds.
2017-06-08,6 am,2,9,61,81,Passing clouds.
2017-06-08,12 pm,2,12,82,86,Passing clouds.
2017-06-08,6 pm,14,9,72,84,Passing clouds.
2017-06-09,12 am,13,6,63,68,Clear.
2017-06-09,6 am,2,8,66,84,Passing clouds.
2017-06-09,12 pm,2,14,86,90,Passing clouds.
2017-06-09,6 pm,14,10,73,86,Passing clouds.
2017-06-10,12 am,14,11,70,72,Passing clouds.
2017-06-10,6 am,2,21,72,84,Passing clouds.
2017-06-10,12 pm,2,22,88,91,Passing clouds.
2017-06-10,6 pm,17,13,81,90,Overcast.
2017-06-11,12 am,13,12,73,79,Clear.
2017-06-11,6 am,2,17,75,88,Passing clouds.
2017-06-11,12 pm,2,22,90,93,Passing clouds.
2017-06-11,6 pm,14,14,81,91,Passing clouds.
2017-06-12,12 am,15,13,75,81,Partly cloudy.
2017-06-12,6 am,7,12,77,84,Overcast.
2017-06-12,12 pm,6,13,86,91,Partly sunny.
2017-06-12,6 pm,6,8,82,90,Partly sunny.
2017-06-13,12 am,14,9,73,81,Passing clouds.
2017-06-13,6 am,2,15,75,88,Passing clouds.
2017-06-13,12 pm,2,21,90,93,Passing clouds.
2017-06-13,6 pm,14,14,81,90,Passing clouds.
2017-06-14,12 am,17,9,66,81,Overcast.
2017-06-14,6 am,7,9,66,75,Overcast.
2017-06-14,12 pm,2,11,82,88,Passing clouds.
2017-06-14,6 pm,14,4,77,84,Passing clouds.
2017-06-15,12 am,14,2,70,75,Passing clouds.
2017-06-15,6 am,2,6,70,88,Passing clouds.
2017-06-15,12 pm,2,12,90,93,Passing clouds.
2017-06-15,6 pm,22,15,70,91,Thunderstorms. Mostly cloudy.
2017-06-16,12 am,17,7,66,72,Overcast.
2017-06-16,6 am,2,8,66,84,Passing clouds.
2017-06-16,12 pm,6,12,86,90,Partly sunny.
2017-06-16,6 pm,17,9,77,86,Overcast.
2017-06-17,12 am,17,6,70,75,Overcast.
2017-06-17,6 am,6,7,70,84,Partly sunny.
2017-06-17,12 pm,6,7,82,86,Partly sunny.
2017-06-17,6 pm,14,9,70,79,Passing clouds.
2017-06-18,12 am,14,12,63,68,Passing clouds.
2017-06-18,6 am,2,17,63,73,Passing clouds.
2017-06-18,12 pm,2,17,75,81,Passing clouds.
2017-06-18,6 pm,2,8,72,77,Passing clouds.
2017-06-19,12 am,14,4,59,63,Passing clouds.
2017-06-19,6 am,2,4,61,81,Passing clouds.
2017-06-19,12 pm,2,15,81,84,Passing clouds.
2017-06-19,6 pm,14,7,72,82,Passing clouds.
2017-06-20,12 am,13,4,61,70,Clear.
2017-06-20,6 am,2,12,64,88,Passing clouds.
2017-06-20,12 pm,6,16,88,91,Partly sunny.
2017-06-20,6 pm,14,7,73,84,Passing clouds.
2017-06-21,12 am,14,8,66,72,Passing clouds.
2017-06-21,6 am,6,12,64,75,Partly sunny.
2017-06-21,12 pm,2,15,75,93,Passing clouds.
2017-06-21,6 pm,2,11,79,90,Passing clouds.
2017-06-22,12 am,14,16,75,79,Passing clouds.
2017-06-22,6 am,6,11,75,82,Partly sunny.
2017-06-22,12 pm,6,12,79,88,Partly sunny.
2017-06-22,6 pm,2,9,72,88,Passing clouds.
2017-06-23,12 am,17,10,64,72,Overcast.
2017-06-23,6 am,2,13,64,77,Passing clouds.
2017-06-23,12 pm,6,20,73,75,Partly sunny.
2017-06-23,6 pm,14,11,64,73,Passing clouds.
2017-06-24,12 am,13,6,54,63,Clear.
2017-06-24,6 am,1,12,57,72,Sunny.
2017-06-24,12 pm,2,17,73,79,Passing clouds.
2017-06-24,6 pm,13,11,63,79,Clear.
2017-06-25,12 am,14,5,52,61,Passing clouds.
2017-06-25,6 am,2,15,55,70,Passing clouds.
2017-06-25,12 pm,2,17,70,75,Passing clouds.
2017-06-25,6 pm,2,5,63,73,Passing clouds.
2017-06-26,12 am,13,3,55,61,Clear.
2017-06-26,6 am,6,6,55,66,Partly sunny.
2017-06-26,12 pm,2,6,68,75,Passing clouds.
2017-06-26,6 pm,13,6,63,73,Clear.
2017-06-27,12 am,13,2,55,61,Clear.
2017-06-27,6 am,2,8,55,73,Passing clouds.
2017-06-27,12 pm,6,14,73,81,Partly sunny.
2017-06-27,6 pm,14,12,72,79,Passing clouds.
2017-06-28,12 am,22,17,70,75,Thunderstorms. Mostly cloudy.
2017-06-28,6 am,6,17,68,81,Partly sunny.
2017-06-28,12 pm,6,17,70,84,Partly sunny.
2017-06-28,6 pm,6,10,70,73,Partly sunny.
2017-06-29,12 am,14,7,68,72,Passing clouds.
2017-06-29,6 am,6,15,73,77,Partly sunny.
2017-06-29,12 pm,6,12,79,82,Partly sunny.
2017-06-29,6 pm,15,7,73,82,Partly cloudy.
2017-06-30,12 am,17,8,66,70,Overcast.
2017-06-30,6 am,6,7,66,75,Partly sunny.
2017-06-30,12 pm,6,11,79,82,Partly sunny.
2017-06-30,6 pm,22,10,64,79,Thunderstorms. Mostly cloudy.
2017-07-01,12 am,14,5,61,64,Passing clouds.
2017-07-01,6 am,2,9,61,77,Passing clouds.
2017-07-01,12 pm,2,14,79,82,Passing clouds.
2017-07-01,6 pm,1,4,70,81,Sunny.
2017-07-02,12 am,14,7,66,70,Passing clouds.
2017-07-02,6 am,6,12,72,79,Partly sunny.
2017-07-02,12 pm,6,10,73,82,Partly sunny.
2017-07-02,6 pm,14,6,73,82,Passing clouds.
2017-07-03,12 am,14,4,70,72,Passing clouds.
2017-07-03,6 am,2,4,72,86,Passing clouds.
2017-07-03,12 pm,6,5,82,90,Partly sunny.
2017-07-03,6 pm,6,4,79,82,Partly sunny.
2017-07-04,12 am,17,3,72,75,Overcast.
2017-07-04,6 am,6,6,72,86,Partly sunny.
2017-07-04,12 pm,2,12,70,90,Passing clouds.
2017-07-04,6 pm,6,1,72,73,Partly sunny.
2017-07-05,12 am,14,1,70,72,Passing clouds.
2017-07-05,6 am,2,2,70,86,Passing clouds.
2017-07-05,12 pm,2,6,86,90,Passing clouds.
2017-07-05,6 pm,14,6,77,88,Passing clouds.
2017-07-06,12 am,14,6,72,75,Passing clouds.
2017-07-06,6 am,2,9,72,88,Passing clouds.
2017-07-06,12 pm,2,15,90,91,Passing clouds.
2017-07-06,6 pm,14,10,81,90,Passing clouds.
2017-07-07,12 am,14,8,75,79,Passing clouds.
2017-07-07,6 am,2,15,73,82,Passing clouds.
2017-07-07,12 pm,6,12,81,86,Partly sunny.
2017-07-07,6 pm,13,6,72,84,Clear.
2017-07-08,12 am,13,5,66,72,Clear.
2017-07-08,6 am,2,6,70,81,Passing clouds.
2017-07-08,12 pm,2,4,82,88,Passing clouds.
2017-07-08,6 pm,14,4,73,86,Passing clouds.
2017-07-09,12 am,14,3,68,73,Passing clouds.
2017-07-09,6 am,2,4,70,88,Passing clouds.
2017-07-09,12 pm,2,14,90,93,Passing clouds.
2017-07-09,6 pm,14,12,81,91,Passing clouds.
2017-07-10,12 am,17,15,81,82,Overcast.
2017-07-10,6 am,2,17,81,90,Passing clouds.
2017-07-10,12 pm,6,10,88,91,Partly sunny.
2017-07-10,6 pm,14,7,75,88,Passing clouds.
2017-07-11,12 am,17,7,72,75,Overcast.
2017-07-11,6 am,6,9,72,88,Partly sunny.
2017-07-11,12 pm,6,9,90,95,Partly sunny.
2017-07-11,6 pm,14,11,82,91,Passing clouds.
2017-07-12,12 am,14,14,82,82,Passing clouds.
2017-07-12,6 am,6,7,79,84,Partly sunny.
2017-07-12,12 pm,6,9,82,88,Partly sunny.
2017-07-12,6 pm,15,5,73,82,Partly cloudy.
2017-07-13,12 am,17,4,73,75,Overcast.
2017-07-13,6 am,7,7,72,75,Overcast.
2017-07-13,12 pm,6,8,77,84,Partly sunny.
2017-07-13,6 pm,14,8,72,84,Passing clouds.
2017-07-14,12 am,13,7,64,72,Clear.
2017-07-14,6 am,2,5,64,79,Passing clouds.
2017-07-14,12 pm,2,4,81,84,Passing clouds.
2017-07-14,6 pm,13,7,72,84,Clear.
2017-07-15,12 am,13,6,66,72,Clear.
2017-07-15,6 am,2,9,66,86,Passing clouds.
2017-07-15,12 pm,2,12,88,91,Passing clouds.
2017-07-15,6 pm,2,9,79,90,Passing clouds.
2017-07-16,12 am,14,4,75,77,Passing clouds.
2017-07-16,6 am,2,6,75,90,Passing clouds.
2017-07-16,12 pm,2,7,91,93,Passing clouds.
2017-07-16,6 pm,2,10,77,90,Passing clouds.
2017-07-17,12 am,17,8,73,75,Overcast.
2017-07-17,6 am,6,9,72,81,Partly sunny.
2017-07-17,12 pm,2,8,84,90,Passing clouds.
2017-07-17,6 pm,14,11,79,84,Passing clouds.
2017-07-18,12 am,14,7,75,79,Passing clouds.
2017-07-18,6 am,6,9,75,82,Partly sunny.
2017-07-18,12 pm,6,11,86,90,Partly sunny.
2017-07-18,6 pm,14,6,81,88,Passing clouds.
2017-07-19,12 am,14,4,77,81,Passing clouds.
2017-07-19,6 am,6,8,79,90,Partly sunny.
2017-07-19,12 pm,2,14,91,97,Passing clouds.
2017-07-19,6 pm,6,12,82,91,Partly sunny.
2017-07-20,12 am,17,11,81,84,Overcast.
2017-07-20,6 am,6,10,81,91,Partly sunny.
2017-07-20,12 pm,2,6,91,99,Passing clouds.
2017-07-20,6 pm,22,8,75,95,Thunderstorms. Mostly cloudy.
2017-07-21,12 am,17,6,75,77,Overcast.
2017-07-21,6 am,6,8,75,91,Partly sunny.
2017-07-21,12 pm,2,14,95,100,Passing clouds.
2017-07-21,6 pm,14,11,88,97,Passing clouds.
2017-07-22,12 am,14,7,81,88,Passing clouds.
2017-07-22,6 am,6,9,77,90,Partly sunny.
2017-07-22,12 pm,2,11,88,91,Passing clouds.
2017-07-22,6 pm,17,6,79,86,Overcast.
2017-07-23,12 am,14,5,73,79,Passing clouds.
2017-07-23,6 am,2,10,73,88,Passing clouds.
2017-07-23,12 pm,2,15,84,88,Passing clouds.
2017-07-23,6 pm,2,9,72,84,Passing clouds.
2017-07-24,12 am,13,5,64,70,Clear.
2017-07-24,6 am,2,6,64,81,Passing clouds.
2017-07-24,12 pm,2,7,81,84,Passing clouds.
2017-07-24,6 pm,13,9,72,82,Clear.
2017-07-25,12 am,14,11,66,72,Passing clouds.
2017-07-25,6 am,2,12,68,86,Passing clouds.
2017-07-25,12 pm,2,14,90,95,Passing clouds.
2017-07-25,6 pm,6,11,81,91,Partly sunny.
2017-07-26,12 am,17,7,75,79,Overcast.
2017-07-26,6 am,6,6,75,77,Partly sunny.
2017-07-26,12 pm,7,4,79,81,Overcast.
2017-07-26,6 pm,17,6,75,79,Overcast.
2017-07-27,12 am,14,6,72,73,Passing clouds.
2017-07-27,6 am,2,10,72,82,Passing clouds.
2017-07-27,12 pm,2,12,82,88,Passing clouds.
2017-07-27,6 pm,2,7,73,82,Passing clouds.
2017-07-28,12 am,13,1,66,73,Clear.
2017-07-28,6 am,6,5,70,81,Partly sunny.
2017-07-28,12 pm,2,8,82,86,Passing clouds.
2017-07-28,6 pm,14,6,73,82,Passing clouds.
2017-07-29,12 am,14,6,64,72,Passing clouds.
2017-07-29,6 am,2,8,66,79,Passing clouds.
2017-07-29,12 pm,2,7,81,84,Passing clouds.
2017-07-29,6 pm,14,6,72,81,Passing clouds.
2017-07-30,12 am,13,4,64,72,Clear.
2017-07-30,6 am,2,4,64,79,Passing clouds.
2017-07-30,12 pm,2,7,79,82,Passing clouds.
2017-07-30,6 pm,14,7,72,81,Passing clouds.
2017-07-31,12 am,14,6,64,72,Passing clouds.
2017-07-31,6 am,6,6,66,81,Partly sunny.
2017-07-31,12 pm,2,7,82,84,Passing clouds.
2017-07-31,6 pm,14,6,73,82,Passing clouds.
2017-08-01,12 am,14,5,63,73,Passing clouds.
2017-08-01,6 am,2,2,64,82,Passing clouds.
2017-08-01,12 pm,2,7,86,90,Passing clouds.
2017-08-01,6 pm,2,6,72,86,Passing clouds.
2017-08-02,12 am,17,2,66,70,Overcast.
2017-08-02,6 am,2,7,66,84,Passing clouds.
2017-08-02,12 pm,2,9,88,90,Passing clouds.
2017-08-02,6 pm,6,4,75,84,Partly sunny.
2017-08-03,12 am,17,2,72,75,Overcast.
2017-08-03,6 am,6,9,68,77,Partly sunny.
2017-08-03,12 pm,2,19,73,79,Passing clouds.
2017-08-03,6 pm,14,15,57,72,Passing clouds.
2017-08-04,12 am,13,8,54,55,Clear.
2017-08-04,6 am,1,12,55,73,Sunny.
2017-08-04,12 pm,2,11,75,79,Passing clouds.
2017-08-04,6 pm,2,3,64,77,Passing clouds.
2017-08-05,12 am,14,3,55,63,Passing clouds.
2017-08-05,6 am,6,7,59,72,Partly sunny.
2017-08-05,12 pm,7,7,72,73,Overcast.
2017-08-05,6 pm,17,6,66,72,Overcast.
2017-08-06,12 am,14,5,63,66,Passing clouds.
2017-08-06,6 am,6,7,63,73,Partly sunny.
2017-08-06,12 pm,6,7,73,77,Partly sunny.
2017-08-06,6 pm,14,4,70,75,Passing clouds.
2017-08-07,12 am,14,1,63,70,Passing clouds.
2017-08-07,6 am,2,6,64,77,Passing clouds.
2017-08-07,12 pm,2,12,79,82,Passing clouds.
2017-08-07,6 pm,13,6,68,79,Clear.
2017-08-08,12 am,13,0,59,66,Clear.
2017-08-08,6 am,1,1,61,79,Sunny.
2017-08-08,12 pm,2,5,81,82,Passing clouds.
2017-08-08,6 pm,14,6,72,81,Passing clouds.
2017-08-09,12 am,14,6,61,66,Passing clouds.
2017-08-09,6 am,6,10,61,81,Partly sunny.
2017-08-09,12 pm,2,11,82,84,Passing clouds.
2017-08-09,6 pm,14,6,72,81,Passing clouds.
2017-08-10,12 am,14,5,64,68,Passing clouds.
2017-08-10,6 am,2,8,66,82,Passing clouds.
2017-08-10,12 pm,6,14,82,88,Partly sunny.
2017-08-10,6 pm,14,9,72,81,Passing clouds.
2017-08-11,12 am,14,5,63,70,Passing clouds.
2017-08-11,6 am,2,11,63,77,Passing clouds.
2017-08-11,12 pm,2,12,79,82,Passing clouds.
2017-08-11,6 pm,2,7,64,79,Passing clouds.
2017-08-12,12 am,13,0,57,64,Clear.
2017-08-12,6 am,2,2,57,79,Passing clouds.
2017-08-12,12 pm,2,6,81,82,Passing clouds.
2017-08-12,6 pm,14,7,70,81,Passing clouds.
2017-08-13,12 am,17,9,63,68,Overcast.
2017-08-13,6 am,6,6,63,73,Partly sunny.
2017-08-13,12 pm,2,10,75,81,Passing clouds.
2017-08-13,6 pm,14,8,70,79,Passing clouds.
2017-08-14,12 am,14,9,63,64,Passing clouds.
2017-08-14,6 am,7,9,66,70,Overcast.
2017-08-14,12 pm,2,7,70,86,Passing clouds.
2017-08-14,6 pm,14,6,72,84,Passing clouds.
2017-08-15,12 am,14,7,66,72,Passing clouds.
2017-08-15,6 am,7,7,66,77,Overcast.
2017-08-15,12 pm,6,8,70,79,Partly sunny.
2017-08-15,6 pm,14,9,70,75,Passing clouds.
2017-08-16,12 am,14,8,70,70,Passing clouds.
2017-08-16,6 am,6,12,72,79,Partly sunny.
2017-08-16,12 pm,6,14,77,86,Partly sunny.
2017-08-16,6 pm,14,12,72,84,Passing clouds.
2017-08-17,12 am,17,12,66,72,Overcast.
2017-08-17,6 am,6,16,66,73,Partly sunny.
2017-08-17,12 pm,2,18,79,82,Passing clouds.
2017-08-17,6 pm,13,8,68,81,Clear.
2017-08-18,12 am,13,2,63,66,Clear.
2017-08-18,6 am,6,5,61,81,Partly sunny.
2017-08-18,12 pm,2,9,84,90,Passing clouds.
2017-08-18,6 pm,2,7,73,84,Passing clouds.
2017-08-19,12 am,14,7,64,72,Passing clouds.
2017-08-19,6 am,7,2,64,77,Overcast.
2017-08-19,12 pm,2,3,79,84,Passing clouds.
2017-08-19,6 pm,14,6,75,82,Passing clouds.
2017-08-20,12 am,17,6,70,73,Overcast.
2017-08-20,6 am,6,6,70,79,Partly sunny.
2017-08-20,12 pm,2,7,75,81,Passing clouds.
2017-08-20,6 pm,2,4,72,81,Passing clouds.
2017-08-21,12 am,22,11,68,73,Thunderstorms. Mostly cloudy.
2017-08-21,6 am,22,13,66,72,Thunderstorms. Mostly cloudy.
2017-08-21,12 pm,6,9,72,84,Partly sunny.
2017-08-21,6 pm,22,10,66,82,Thunderstorms. Mostly cloudy.
2017-08-22,12 am,17,7,64,66,Overcast.
2017-08-22,6 am,2,12,64,73,Passing clouds.
2017-08-22,12 pm,2,14,75,79,Passing clouds.
2017-08-22,6 pm,2,6,61,73,Passing clouds.
2017-08-23,12 am,13,2,55,61,Clear.
2017-08-23,6 am,1,3,55,75,Sunny.
2017-08-23,12 pm,2,6,79,81,Passing clouds.
2017-08-23,6 pm,14,4,70,79,Passing clouds.
2017-08-24,12 am,17,4,63,70,Overcast.
2017-08-24,6 am,7,6,63,73,Overcast.
2017-08-24,12 pm,7,11,77,81,Overcast.
2017-08-24,6 pm,14,8,68,75,Passing clouds.
2017-08-25,12 am,17,9,64,66,Overcast.
2017-08-25,6 am,6,12,64,70,Partly sunny.
2017-08-25,12 pm,7,16,72,81,Overcast.
2017-08-25,6 pm,14,11,66,77,Passing clouds.
2017-08-26,12 am,14,8,63,64,Passing clouds.
2017-08-26,6 am,6,9,63,73,Partly sunny.
2017-08-26,12 pm,6,13,75,82,Partly sunny.
2017-08-26,6 pm,15,7,72,79,Partly cloudy.
2017-08-27,12 am,14,3,68,72,Passing clouds.
2017-08-27,6 am,7,3,70,72,Overcast.
2017-08-27,12 pm,6,4,72,79,Partly sunny.
2017-08-27,6 pm,14,4,66,79,Passing clouds.
2017-08-28,12 am,13,6,61,64,Clear.
2017-08-28,6 am,2,9,61,72,Passing clouds.
2017-08-28,12 pm,6,12,70,73,Partly sunny.
2017-08-28,6 pm,14,4,63,68,Passing clouds.
2017-08-29,12 am,13,4,57,61,Clear.
2017-08-29,6 am,1,2,57,73,Sunny.
2017-08-29,12 pm,6,6,75,81,Partly sunny.
2017-08-29,6 pm,14,6,66,79,Passing clouds.
2017-08-30,12 am,13,0,63,66,Clear.
2017-08-30,6 am,2,1,61,79,Passing clouds.
2017-08-30,12 pm,2,5,79,82,Passing clouds.
2017-08-30,6 pm,14,5,72,81,Passing clouds.
2017-08-31,12 am,13,0,63,70,Clear.
2017-08-31,6 am,2,5,63,79,Passing clouds.
2017-08-31,12 pm,2,9,77,82,Passing clouds.
2017-08-31,6 pm,17,9,64,75,Overcast.
2017-09-01,12 am,14,6,57,63,Passing clouds.
2017-09-01,6 am,2,8,55,70,Passing clouds.
2017-09-01,12 pm,2,8,72,75,Passing clouds.
2017-09-01,6 pm,17,9,64,72,Overcast.
2017-09-02,12 am,17,8,63,64,Overcast.
2017-09-02,6 am,6,8,61,75,Partly sunny.
2017-09-02,12 pm,6,12,81,82,Partly sunny.
2017-09-02,6 pm,13,4,68,81,Clear.
2017-09-03,12 am,14,1,61,66,Passing clouds.
2017-09-03,6 am,2,3,61,81,Passing clouds.
2017-09-03,12 pm,2,11,84,88,Passing clouds.
2017-09-03,6 pm,14,11,73,82,Passing clouds.
2017-09-04,12 am,13,12,73,75,Clear.
2017-09-04,6 am,6,12,73,79,Partly sunny.
2017-09-04,12 pm,7,10,72,75,Overcast.
2017-09-04,6 pm,17,11,64,70,Overcast.
2017-09-05,12 am,14,8,54,61,Passing clouds.
2017-09-05,6 am,2,13,54,68,Passing clouds.
2017-09-05,12 pm,2,21,70,72,Passing clouds.
2017-09-05,6 pm,14,7,54,66,Passing clouds.
2017-09-06,12 am,14,5,48,54,Passing clouds.
2017-09-06,6 am,2,8,48,66,Passing clouds.
2017-09-06,12 pm,6,9,68,72,Partly sunny.
2017-09-06,6 pm,14,2,54,66,Passing clouds.
2017-09-07,12 am,14,4,48,54,Passing clouds.
2017-09-07,6 am,2,6,48,72,Passing clouds.
2017-09-07,12 pm,6,7,72,75,Partly sunny.
2017-09-07,6 pm,14,5,61,73,Passing clouds.
2017-09-08,12 am,13,4,55,59,Clear.
2017-09-08,6 am,2,6,55,75,Passing clouds.
2017-09-08,12 pm,2,7,81,84,Passing clouds.
2017-09-08,6 pm,14,8,70,81,Passing clouds.
2017-09-09,12 am,14,9,59,66,Passing clouds.
2017-09-09,6 am,2,7,59,75,Passing clouds.
2017-09-09,12 pm,6,7,79,84,Partly sunny.
2017-09-09,6 pm,14,9,72,81,Passing clouds.
2017-09-10,12 am,14,8,64,70,Passing clouds.
2017-09-10,6 am,2,10,63,77,Passing clouds.
2017-09-10,12 pm,6,14,81,84,Partly sunny.
2017-09-10,6 pm,14,11,66,81,Passing clouds.
2017-09-11,12 am,13,7,61,64,Clear.
2017-09-11,6 am,2,7,59,77,Passing clouds.
2017-09-11,12 pm,1,6,81,84,Sunny.
2017-09-11,6 pm,13,6,68,79,Clear.
2017-09-12,12 am,13,1,61,66,Clear.
2017-09-12,6 am,2,1,61,81,Passing clouds.
2017-09-12,12 pm,6,6,82,84,Partly sunny.
2017-09-12,6 pm,14,4,68,81,Passing clouds.
2017-09-13,12 am,13,1,64,66,Clear.
2017-09-13,6 am,1,2,61,81,Sunny.
