date,time,icon,wind,temp_low,temp_high,weather
2017-09-13,12 pm,1,5,82,88,Sunny.
2017-09-13,6 pm,13,4,72,84,Clear.
2017-09-14,12 am,13,6,64,70,Clear.
2017-09-14,6 am,2,9,64,86,Passing clouds.
2017-09-14,12 pm,2,15,90,91,Passing clouds.
2017-09-14,6 pm,14,12,73,84,Passing clouds.
2017-09-15,12 am,14,9,68,73,Passing clouds.
2017-09-15,6 am,6,10,66,81,Partly sunny.
2017-09-15,12 pm,2,20,88,93,Passing clouds.
2017-09-15,6 pm,14,13,79,88,Passing clouds.
2017-09-16,12 am,17,9,72,75,Overcast.
2017-09-16,6 am,6,12,72,75,Partly sunny.
2017-09-16,12 pm,6,9,72,82,Partly sunny.
2017-09-16,6 pm,17,5,66,77,Overcast.
2017-09-17,12 am,17,9,61,64,Overcast.
2017-09-17,6 am,2,11,57,64,Passing clouds.
2017-09-17,12 pm,2,4,66,73,Passing clouds.
2017-09-17,6 pm,14,5,63,70,Passing clouds.
2017-09-18,12 am,14,6,57,61,Passing clouds.
2017-09-18,6 am,6,7,61,70,Partly sunny.
2017-09-18,12 pm,6,9,70,72,Partly sunny.
2017-09-18,6 pm,14,5,64,70,Passing clouds.
2017-09-19,12 am,14,6,63,64,Passing clouds.
2017-09-19,6 am,9,9,63,73,Fog.
2017-09-19,12 pm,2,17,75,84,Passing clouds.
2017-09-19,6 pm,14,16,73,81,Passing clouds.
2017-09-20,12 am,14,14,73,75,Passing clouds.
2017-09-20,6 am,2,10,73,84,Passing clouds.
2017-09-20,12 pm,6,8,84,88,Partly sunny.
2017-09-20,6 pm,14,7,72,81,Passing clouds.
2017-09-21,12 am,14,7,68,73,Passing clouds.
2017-09-21,6 am,6,11,68,79,Partly sunny.
2017-09-21,12 pm,2,19,82,90,Passing clouds.
2017-09-21,6 pm,13,14,81,86,Clear.
2017-09-22,12 am,14,9,77,79,Passing clouds.
2017-09-22,6 am,2,13,73,88,Passing clouds.
2017-09-22,12 pm,2,19,90,91,Passing clouds.
2017-09-22,6 pm,14,8,75,86,Passing clouds.
2017-09-23,12 am,13,7,72,75,Clear.
2017-09-23,6 am,2,9,72,88,Passing clouds.
2017-09-23,12 pm,2,13,88,91,Passing clouds.
2017-09-23,6 pm,14,8,77,86,Passing clouds.
2017-09-24,12 am,13,7,72,73,Clear.
2017-09-24,6 am,2,9,70,88,Passing clouds.
2017-09-24,12 pm,2,14,88,91,Passing clouds.
2017-09-24,6 pm,14,7,73,84,Passing clouds.
2017-09-25,12 am,14,3,70,73,Passing clouds.
2017-09-25,6 am,2,2,66,82,Passing clouds.
2017-09-25,12 pm,22,9,68,84,Thunderstorms. Mostly cloudy.
2017-09-25,6 pm,17,6,66,68,Overcast.
2017-09-26,12 am,17,6,66,66,Overcast.
2017-09-26,6 am,6,7,64,66,Partly sunny.
2017-09-26,12 pm,7,10,64,64,Overcast.
2017-09-26,6 pm,17,6,59,64,Overcast.
2017-09-27,12 am,14,6,54,57,Passing clouds.
2017-09-27,6 am,7,4,54,63,Overcast.
2017-09-27,12 pm,6,6,64,70,Partly sunny.
2017-09-27,6 pm,14,2,57,66,Passing clouds.
2017-09-28,12 am,13,3,52,54,Clear.
2017-09-28,6 am,2,2,52,72,Passing clouds.
2017-09-28,12 pm,2,6,73,77,Passing clouds.
2017-09-28,6 pm,14,6,61,72,Passing clouds.
2017-09-29,12 am,13,4,54,59,Clear.
2017-09-29,6 am,2,6,54,70,Passing clouds.
2017-09-29,12 pm,2,7,70,75,Passing clouds.
2017-09-29,6 pm,14,9,57,70,Passing clouds.
2017-09-30,12 am,14,7,52,57,Passing clouds.
2017-09-30,6 am,6,11,52,70,Partly sunny.
2017-09-30,12 pm,2,12,70,73,Passing clouds.
2017-09-30,6 pm,14,10,61,70,Passing clouds.
2017-10-01,12 am,14,11,55,57,Passing clouds.
2017-10-01,6 am,6,15,57,68,Partly sunny.
2017-10-01,12 pm,6,17,68,75,Partly sunny.
2017-10-01,6 pm,17,14,64,72,Overcast.
2017-10-02,12 am,17,11,64,64,Overcast.
2017-10-02,6 am,6,11,63,73,Partly sunny.
2017-10-02,12 pm,6,20,75,84,Partly sunny.
2017-10-02,6 pm,14,14,75,81,Passing clouds.
2017-10-03,12 am,17,17,72,75,Overcast.
2017-10-03,6 am,6,16,72,77,Partly sunny.
2017-10-03,12 pm,6,14,64,79,Partly sunny.
2017-10-03,6 pm,22,7,61,64,Thunderstorms. Mostly cloudy.
2017-10-04,12 am,14,6,57,63,Passing clouds.
2017-10-04,6 am,6,8,57,63,Partly sunny.
2017-10-04,12 pm,6,3,64,66,Partly sunny.
2017-10-04,6 pm,14,1,55,63,Passing clouds.
2017-10-05,12 am,14,1,54,55,Passing clouds.
2017-10-05,6 am,7,6,57,61,Overcast.
2017-10-05,12 pm,18,7,61,64,Drizzle. Fog.
2017-10-05,6 pm,14,7,64,64,Passing clouds.
2017-10-06,12 am,34,6,64,66,Drizzle. Fog.
2017-10-06,6 am,18,7,66,66,Drizzle. Fog.
2017-10-06,12 pm,18,10,68,72,Drizzle. Fog.
2017-10-06,6 pm,17,11,66,70,Overcast.
2017-10-07,12 am,34,13,66,72,Drizzle. Fog.
2017-10-07,6 am,18,14,61,68,Drizzle. Fog.
2017-10-07,12 pm,18,17,57,64,Drizzle. Fog.
2017-10-07,6 pm,14,7,55,61,Passing clouds.
2017-10-08,12 am,13,6,54,55,Clear.
2017-10-08,6 am,2,11,52,75,Passing clouds.
2017-10-08,12 pm,1,13,75,81,Sunny.
2017-10-08,6 pm,14,6,61,72,Passing clouds.
2017-10-09,12 am,13,11,54,59,Clear.
2017-10-09,6 am,2,14,54,64,Passing clouds.
2017-10-09,12 pm,2,14,63,70,Passing clouds.
2017-10-09,6 pm,14,16,48,59,Passing clouds.
2017-10-10,12 am,17,14,46,48,Overcast.
2017-10-10,6 am,19,17,45,46,Rain. Fog.
2017-10-10,12 pm,7,12,46,48,Overcast.
2017-10-10,6 pm,17,11,46,46,Overcast.
2017-10-11,12 am,17,7,45,46,Overcast.
2017-10-11,6 am,7,6,46,52,Overcast.
2017-10-11,12 pm,2,4,55,61,Passing clouds.
2017-10-11,6 pm,17,9,55,57,Overcast.
2017-10-12,12 am,17,7,52,54,Overcast.
2017-10-12,6 am,7,9,52,54,Overcast.
2017-10-12,12 pm,2,13,55,63,Passing clouds.
2017-10-12,6 pm,13,9,52,57,Clear.
2017-10-13,12 am,14,6,54,54,Passing clouds.
2017-10-13,6 am,9,7,54,57,Fog.
2017-10-13,12 pm,7,12,57,61,Overcast.
2017-10-13,6 pm,17,9,57,59,Overcast.
2017-10-14,12 am,17,8,57,57,Overcast.
2017-10-14,6 am,19,9,57,61,Rain. Fog.
2017-10-14,12 pm,22,9,61,70,Thunderstorms. Mostly cloudy.
2017-10-14,6 pm,17,19,54,70,Overcast.
2017-10-15,12 am,17,21,46,52,Overcast.
2017-10-15,6 am,7,14,46,54,Overcast.
2017-10-15,12 pm,2,14,55,59,Passing clouds.
2017-10-15,6 pm,13,4,45,54,Clear.
2017-10-16,12 am,13,4,39,45,Clear.
2017-10-16,6 am,1,5,39,63,Sunny.
2017-10-16,12 pm,1,12,64,70,Sunny.
2017-10-16,6 pm,14,9,54,61,Passing clouds.
2017-10-17,12 am,13,11,52,55,Clear.
2017-10-17,6 am,2,12,52,66,Passing clouds.
2017-10-17,12 pm,1,14,70,72,Sunny.
2017-10-17,6 pm,13,9,54,64,Clear.
2017-10-18,12 am,13,12,54,57,Clear.
2017-10-18,6 am,2,13,54,70,Passing clouds.
2017-10-18,12 pm,2,14,72,75,Passing clouds.
2017-10-18,6 pm,14,5,57,66,Passing clouds.
2017-10-19,12 am,13,4,52,55,Clear.
2017-10-19,6 am,6,9,52,68,Partly sunny.
2017-10-19,12 pm,2,12,72,75,Passing clouds.
2017-10-19,6 pm,13,9,61,68,Clear.
2017-10-20,12 am,14,9,55,59,Passing clouds.
2017-10-20,6 am,6,11,55,70,Partly sunny.
2017-10-20,12 pm,6,19,70,75,Partly sunny.
2017-10-20,6 pm,14,16,63,68,Passing clouds.
2017-10-21,12 am,14,17,63,64,Passing clouds.
2017-10-21,6 am,7,18,64,68,Overcast.
2017-10-21,12 pm,6,19,70,75,Partly sunny.
2017-10-21,6 pm,22,11,54,70,Thunderstorms. Mostly cloudy.
2017-10-22,12 am,17,7,52,52,Overcast.
2017-10-22,6 am,6,8,50,57,Partly sunny.
2017-10-22,12 pm,2,6,63,66,Passing clouds.
2017-10-22,6 pm,14,7,48,64,Passing clouds.
2017-10-23,12 am,13,9,45,46,Clear.
2017-10-23,6 am,6,9,45,63,Partly sunny.
2017-10-23,12 pm,6,20,55,66,Partly sunny.
2017-10-23,6 pm,14,15,50,54,Passing clouds.
2017-10-24,12 am,14,21,39,48,Passing clouds.
2017-10-24,6 am,7,22,37,45,Overcast.
2017-10-24,12 pm,2,22,48,54,Passing clouds.
2017-10-24,6 pm,13,13,43,48,Clear.
2017-10-25,12 am,14,7,37,43,Passing clouds.
2017-10-25,6 am,2,12,39,61,Passing clouds.
2017-10-25,12 pm,6,9,63,66,Partly sunny.
2017-10-25,6 pm,14,6,48,63,Passing clouds.
2017-10-26,12 am,14,10,48,50,Passing clouds.
2017-10-26,6 am,6,12,48,59,Partly sunny.
2017-10-26,12 pm,5,22,52,64,High level clouds.
2017-10-26,6 pm,17,24,39,48,Overcast.
2017-10-27,12 am,17,22,36,39,Overcast.
2017-10-27,6 am,7,24,34,36,Overcast.
2017-10-27,12 pm,7,25,36,37,Overcast.
2017-10-27,6 pm,17,18,34,36,Overcast.
2017-10-28,12 am,17,12,34,34,Overcast.
2017-10-28,6 am,7,12,34,39,Overcast.
2017-10-28,12 pm,2,9,39,45,Passing clouds.
2017-10-28,6 pm,14,3,30,41,Passing clouds.
2017-10-29,12 am,14,8,28,34,Passing clouds.
2017-10-29,6 am,6,8,34,46,Partly sunny.
2017-10-29,12 pm,6,8,48,54,Partly sunny.
2017-10-29,6 pm,34,6,46,52,Drizzle. Fog.
2017-10-30,12 am,17,14,43,46,Overcast.
2017-10-30,6 am,2,25,39,45,Passing clouds.
2017-10-30,12 pm,7,21,37,41,Overcast.
2017-10-30,6 pm,29,20,36,37,Light snow. Ice fog.
2017-10-31,12 am,17,12,27,34,Overcast.
2017-10-31,6 am,6,7,25,34,Partly sunny.
2017-10-31,12 pm,6,7,36,36,Partly sunny.
2017-10-31,6 pm,17,7,34,36,Overcast.
2017-11-01,12 am,17,9,34,34,Overcast.
2017-11-01,6 am,7,14,34,39,Overcast.
2017-11-01,12 pm,7,14,43,48,Overcast.
2017-11-01,6 pm,17,6,45,46,Overcast.
2017-11-02,12 am,14,4,43,45,Passing clouds.
2017-11-02,6 am,9,6,45,52,Fog.
2017-11-02,12 pm,6,12,48,55,Partly sunny.
2017-11-02,6 pm,14,11,36,45,Passing clouds.
2017-11-03,12 am,14,10,32,34,Passing clouds.
2017-11-03,6 am,6,11,34,43,Partly sunny.
2017-11-03,12 pm,6,9,45,50,Partly sunny.
2017-11-03,6 pm,17,10,45,48,Overcast.
2017-11-04,12 am,17,9,43,45,Overcast.
2017-11-04,6 am,18,6,43,46,Drizzle. Fog.
2017-11-04,12 pm,7,1,48,50,Overcast.
2017-11-04,6 pm,17,4,48,48,Overcast.
2017-11-05,12 am,17,2,46,48,Overcast.
2017-11-05,6 am,6,12,45,46,Partly sunny.
2017-11-05,12 pm,2,15,36,46,Passing clouds.
2017-11-05,6 pm,17,13,28,34,Overcast.
2017-11-06,12 am,17,7,27,28,Overcast.
2017-11-06,6 am,6,10,28,36,Partly sunny.
2017-11-06,12 pm,6,9,36,39,Partly sunny.
2017-11-06,6 pm,14,9,32,36,Passing clouds.
2017-11-07,12 am,17,11,30,34,Overcast.
2017-11-07,6 am,6,11,34,39,Partly sunny.
2017-11-07,12 pm,2,6,37,43,Passing clouds.
2017-11-07,6 pm,14,1,28,36,Passing clouds.
2017-11-08,12 am,13,1,23,27,Clear.
2017-11-08,6 am,1,5,21,46,Sunny.
2017-11-08,12 pm,2,11,43,48,Passing clouds.
2017-11-08,6 pm,14,8,36,39,Passing clouds.
2017-11-09,12 am,17,14,34,41,Overcast.
2017-11-09,6 am,2,17,30,32,Passing clouds.
2017-11-09,12 pm,2,12,27,34,Passing clouds.
2017-11-09,6 pm,14,10,21,25,Passing clouds.
2017-11-10,12 am,14,9,18,21,Passing clouds.
2017-11-10,6 am,6,12,18,30,Partly sunny.
2017-11-10,12 pm,6,13,30,32,Partly sunny.
2017-11-10,6 pm,17,14,32,34,Overcast.
2017-11-11,12 am,17,15,34,36,Overcast.
2017-11-11,6 am,6,13,36,43,Partly sunny.
2017-11-11,12 pm,7,5,45,46,Overcast.
2017-11-11,6 pm,17,4,43,45,Overcast.
2017-11-12,12 am,34,4,39,43,Drizzle. Fog.
2017-11-12,6 am,9,7,37,43,Fog.
2017-11-12,12 pm,6,5,43,48,Partly sunny.
2017-11-12,6 pm,13,0,30,39,Clear.
2017-11-13,12 am,14,6,28,30,Passing clouds.
2017-11-13,6 am,10,8,28,41,Ice fog.
2017-11-13,12 pm,7,11,41,43,Overcast.
2017-11-13,6 pm,17,8,43,43,Overcast.
2017-11-14,12 am,17,7,43,45,Overcast.
2017-11-14,6 am,7,11,45,50,Overcast.
2017-11-14,12 pm,9,12,50,52,Fog.
2017-11-14,6 pm,34,10,50,52,Drizzle. Fog.
2017-11-15,12 am,14,12,48,54,Passing clouds.
2017-11-15,6 am,2,20,43,50,Passing clouds.
2017-11-15,12 pm,2,21,36,52,Passing clouds.
2017-11-15,6 pm,13,9,27,34,Clear.
2017-11-16,12 am,14,6,21,25,Passing clouds.
2017-11-16,6 am,2,4,21,34,Passing clouds.
2017-11-16,12 pm,6,10,36,41,Partly sunny.
2017-11-16,6 pm,14,11,34,36,Passing clouds.
2017-11-17,12 am,17,13,37,43,Overcast.
2017-11-17,6 am,18,15,43,46,Drizzle. Fog.
2017-11-17,12 pm,9,7,46,52,Fog.
2017-11-17,6 pm,34,8,46,50,Drizzle. Fog.
2017-11-18,12 am,34,14,39,45,Drizzle. Fog.
2017-11-18,6 am,6,16,37,43,Partly sunny.
2017-11-18,12 pm,2,19,37,45,Passing clouds.
2017-11-18,6 pm,13,15,30,36,Clear.
2017-11-19,12 am,14,10,23,28,Passing clouds.
2017-11-19,6 am,2,7,21,41,Passing clouds.
2017-11-19,12 pm,2,11,41,48,Passing clouds.
2017-11-19,6 pm,14,11,37,39,Passing clouds.
2017-11-20,12 am,14,11,36,41,Passing clouds.
2017-11-20,6 am,6,16,37,57,Partly sunny.
2017-11-20,12 pm,6,17,55,61,Partly sunny.
2017-11-20,6 pm,14,10,45,54,Passing clouds.
2017-11-21,12 am,15,11,43,46,Partly cloudy.
2017-11-21,6 am,6,20,32,39,Partly sunny.
2017-11-21,12 pm,1,20,30,36,Sunny.
2017-11-21,6 pm,13,11,23,28,Clear.
2017-11-22,12 am,13,6,18,21,Clear.
2017-11-22,6 am,2,6,18,32,Passing clouds.
2017-11-22,12 pm,6,11,36,37,Partly sunny.
2017-11-22,6 pm,14,12,34,36,Passing clouds.
2017-11-23,12 am,13,7,30,34,Clear.
2017-11-23,6 am,6,7,30,48,Partly sunny.
2017-11-23,12 pm,6,6,46,54,Partly sunny.
2017-11-23,6 pm,14,11,45,52,Passing clouds.
2017-11-24,12 am,14,13,48,52,Passing clouds.
2017-11-24,6 am,2,16,52,66,Passing clouds.
2017-11-24,12 pm,2,17,61,70,Passing clouds.
2017-11-24,6 pm,13,16,45,59,Clear.
2017-11-25,12 am,13,7,37,43,Clear.
2017-11-25,6 am,2,8,37,52,Passing clouds.
2017-11-25,12 pm,2,9,48,57,Passing clouds.
2017-11-25,6 pm,13,2,37,46,Clear.
2017-11-26,12 am,13,5,34,36,Clear.
2017-11-26,6 am,6,8,34,55,Partly sunny.
2017-11-26,12 pm,6,7,54,61,Partly sunny.
2017-11-26,6 pm,14,2,41,50,Passing clouds.
2017-11-27,12 am,13,6,36,43,Clear.
2017-11-27,6 am,7,11,37,55,Overcast.
2017-11-27,12 pm,6,15,57,61,Partly sunny.
2017-11-27,6 pm,13,16,57,61,Clear.
2017-11-28,12 am,13,9,50,54,Clear.
2017-11-28,6 am,6,12,48,55,Partly sunny.
2017-11-28,12 pm,6,12,48,55,Partly sunny.
2017-11-28,6 pm,14,8,43,46,Passing clouds.
2017-11-29,12 am,13,7,34,39,Clear.
2017-11-29,6 am,2,7,30,46,Passing clouds.
2017-11-29,12 pm,6,11,45,50,Partly sunny.
2017-11-29,6 pm,14,7,37,45,Passing clouds.
2017-11-30,12 am,14,12,39,43,Passing clouds.
2017-11-30,6 am,2,14,37,50,Passing clouds.
2017-11-30,12 pm,2,11,45,54,Passing clouds.
2017-11-30,6 pm,13,4,36,45,Clear.
2017-12-01,12 am,13,4,30,36,Clear.
2017-12-01,6 am,2,11,30,54,Passing clouds.
2017-12-01,12 pm,2,14,46,55,Passing clouds.
2017-12-01,6 pm,14,6,43,45,Passing clouds.
2017-12-02,12 am,14,4,36,39,Passing clouds.
2017-12-02,6 am,6,4,34,54,Partly sunny.
2017-12-02,12 pm,2,4,50,59,Passing clouds.
2017-12-02,6 pm,13,5,37,46,Clear.
2017-12-03,12 am,14,5,34,39,Passing clouds.
2017-12-03,6 am,6,9,34,59,Partly sunny.
2017-12-03,12 pm,7,13,57,63,Overcast.
2017-12-03,6 pm,17,16,55,63,Overcast.
2017-12-04,12 am,17,19,63,63,Overcast.
2017-12-04,6 am,6,19,63,68,Partly sunny.
2017-12-04,12 pm,6,24,45,70,Partly sunny.
2017-12-04,6 pm,29,32,30,43,Light snow. Ice fog.
2017-12-05,12 am,13,22,28,30,Clear.
2017-12-05,6 am,29,18,25,32,Light snow. Ice fog.
2017-12-05,12 pm,2,18,30,36,Passing clouds.
2017-12-05,6 pm,17,7,32,36,Overcast.
2017-12-06,12 am,14,15,27,37,Passing clouds.
2017-12-06,6 am,7,4,28,34,Overcast.
2017-12-06,12 pm,7,17,28,34,Overcast.
2017-12-06,6 pm,29,21,21,27,Light snow. Ice fog.
2017-12-07,12 am,17,17,16,19,Overcast.
2017-12-07,6 am,1,15,16,23,Sunny.
2017-12-07,12 pm,2,12,21,27,Passing clouds.
2017-12-07,6 pm,13,8,18,21,Clear.
2017-12-08,12 am,14,7,16,21,Passing clouds.
2017-12-08,6 am,2,6,19,34,Passing clouds.
2017-12-08,12 pm,2,11,30,39,Passing clouds.
2017-12-08,6 pm,14,14,28,30,Passing clouds.
2017-12-09,12 am,14,16,25,30,Passing clouds.
2017-12-09,6 am,6,15,23,27,Partly sunny.
2017-12-09,12 pm,2,12,25,28,Passing clouds.
2017-12-09,6 pm,14,7,21,25,Passing clouds.
2017-12-10,12 am,14,11,21,30,Passing clouds.
2017-12-10,6 am,6,14,30,43,Partly sunny.
2017-12-10,12 pm,6,12,41,46,Partly sunny.
2017-12-10,6 pm,14,4,34,39,Passing clouds.
2017-12-11,12 am,15,3,32,34,Partly cloudy.
2017-12-11,6 am,2,18,32,45,Passing clouds.
2017-12-11,12 pm,18,22,36,45,Drizzle. Fog.
2017-12-11,6 pm,17,19,23,36,Overcast.
2017-12-12,12 am,13,12,16,19,Clear.
2017-12-12,6 am,2,10,16,27,Passing clouds.
2017-12-12,12 pm,2,9,28,34,Passing clouds.
2017-12-12,6 pm,13,10,28,30,Clear.
2017-12-13,12 am,14,13,30,39,Passing clouds.
2017-12-13,6 am,6,24,39,48,Partly sunny.
2017-12-13,12 pm,7,25,37,41,Overcast.
2017-12-13,6 pm,17,20,30,36,Overcast.
2017-12-14,12 am,17,9,27,28,Overcast.
2017-12-14,6 am,7,5,27,32,Overcast.
2017-12-14,12 pm,7,5,32,32,Overcast.
2017-12-14,6 pm,17,4,30,32,Overcast.
2017-12-15,12 am,17,9,28,32,Overcast.
2017-12-15,6 am,7,14,30,43,Overcast.
2017-12-15,12 pm,6,18,41,46,Partly sunny.
2017-12-15,6 pm,14,12,37,39,Passing clouds.
2017-12-16,12 am,13,10,36,39,Clear.
2017-12-16,6 am,2,8,34,48,Passing clouds.
2017-12-16,12 pm,6,2,45,54,Partly sunny.
2017-12-16,6 pm,13,4,36,43,Clear.
2017-12-17,12 am,17,5,30,34,Overcast.
2017-12-17,6 am,6,2,32,34,Partly sunny.
2017-12-17,12 pm,6,4,36,37,Partly sunny.
2017-12-17,6 pm,14,6,28,36,Passing clouds.
2017-12-18,12 am,14,6,25,28,Passing clouds.
2017-12-18,6 am,10,11,28,45,Ice fog.
2017-12-18,12 pm,2,16,46,50,Passing clouds.
2017-12-18,6 pm,14,11,43,45,Passing clouds.
2017-12-19,12 am,14,9,37,45,Passing clouds.
2017-12-19,6 am,6,9,37,48,Partly sunny.
2017-12-19,12 pm,2,9,43,48,Passing clouds.
2017-12-19,6 pm,17,7,36,39,Overcast.
2017-12-20,12 am,13,7,30,36,Clear.
2017-12-20,6 am,6,8,28,37,Partly sunny.
2017-12-20,12 pm,6,9,39,41,Partly sunny.
2017-12-20,6 pm,17,11,37,37,Overcast.
2017-12-21,12 am,17,10,36,37,Overcast.
2017-12-21,6 am,7,11,36,37,Overcast.
2017-12-21,12 pm,7,14,36,37,Overcast.
2017-12-21,6 pm,29,12,28,34,Light snow. Ice fog.
2017-12-22,12 am,29,10,25,27,Light snow. Ice fog.
2017-12-22,6 am,7,9,25,27,Overcast.
2017-12-22,12 pm,6,8,25,28,Partly sunny.
2017-12-22,6 pm,14,7,19,25,Passing clouds.
2017-12-23,12 am,13,9,16,19,Clear.
2017-12-23,6 am,6,12,18,21,Partly sunny.
2017-12-23,12 pm,6,7,21,25,Partly sunny.
2017-12-23,6 pm,17,3,21,21,Overcast.
2017-12-24,12 am,29,5,18,21,Light snow. Ice fog.
2017-12-24,6 am,29,10,18,21,Light snow. Ice fog.
2017-12-24,12 pm,2,16,18,25,Passing clouds.
2017-12-24,6 pm,14,12,14,16,Passing clouds.
2017-12-25,12 am,14,7,9,12,Passing clouds.
2017-12-25,6 am,6,14,9,14,Partly sunny.
2017-12-25,12 pm,6,12,7,10,Partly sunny.
2017-12-25,6 pm,17,9,3,7,Overcast.
2017-12-26,12 am,17,9,1,3,Overcast.
2017-12-26,6 am,6,8,1,9,Partly sunny.
2017-12-26,12 pm,2,11,1,7,Passing clouds.
2017-12-26,6 pm,13,9,-2,1,Clear.
2017-12-27,12 am,13,5,-8,-2,Clear.
2017-12-27,6 am,1,3,-8,1,Sunny.
2017-12-27,12 pm,6,7,3,7,Partly sunny.
2017-12-27,6 pm,29,8,3,5,Light snow. Ice fog.
2017-12-28,12 am,29,10,3,5,Light snow. Ice fog.
2017-12-28,6 am,29,11,7,12,Light snow. Ice fog.
2017-12-28,12 pm,7,7,14,19,Overcast.
2017-12-28,6 pm,29,5,10,12,Light snow. Ice fog.
2017-12-29,12 am,17,1,9,12,Overcast.
2017-12-29,6 am,7,6,12,16,Overcast.
2017-12-29,12 pm,29,10,12,16,Light snow. Ice fog.
2017-12-29,6 pm,29,12,5,12,Light snow. Ice fog.
2017-12-30,12 am,17,11,1,3,Overcast.
2017-12-30,6 am,6,13,0,1,Partly sunny.
2017-12-30,12 pm,6,11,0,1,Partly sunny.
2017-12-30,6 pm,29,10,-6,0,Light snow. Ice fog.
2017-12-31,12 am,29,8,-9,-6,Light snow. Ice fog.
2017-12-31,6 am,2,12,-8,-2,Passing clouds.
2017-12-31,12 pm,1,12,-9,-2,Sunny.
2017-12-31,6 pm,13,11,-15,-9,Clear.
2018-01-01,12 am,13,7,-18,-17,Clear.
2018-01-01,6 am,1,7,-18,-6,Sunny.
2018-01-01,12 pm,1,9,-6,-2,Sunny.
2018-01-01,6 pm,13,2,-11,-8,Clear.
2018-01-02,12 am,13,7,-15,-15,Clear.
2018-01-02,6 am,1,10,-15,9,Sunny.
2018-01-02,12 pm,2,16,10,14,Passing clouds.
2018-01-02,6 pm,17,16,14,19,Overcast.
2018-01-03,12 am,29,16,10,21,Light snow. Ice fog.
2018-01-03,6 am,2,19,5,9,Passing clouds.
2018-01-03,12 pm,1,14,7,9,Sunny.
2018-01-03,6 pm,13,9,0,5,Clear.
2018-01-04,12 am,13,5,-4,-2,Clear.
2018-01-04,6 am,7,2,-2,7,Overcast.
2018-01-04,12 pm,6,2,9,10,Partly sunny.
2018-01-04,6 pm,17,6,9,10,Overcast.
2018-01-05,12 am,17,6,9,10,Overcast.
2018-01-05,6 am,2,8,9,12,Passing clouds.
2018-01-05,12 pm,6,8,7,12,Partly sunny.
2018-01-05,6 pm,14,2,1,3,Passing clouds.
2018-01-06,12 am,13,3,-2,1,Clear.
2018-01-06,6 am,2,9,-2,9,Passing clouds.
2018-01-06,12 pm,2,14,10,16,Passing clouds.
2018-01-06,6 pm,17,14,16,16,Overcast.
2018-01-07,12 am,17,11,18,21,Overcast.
2018-01-07,6 am,7,12,27,36,Overcast.
2018-01-07,12 pm,6,9,32,37,Partly sunny.
2018-01-07,6 pm,14,8,28,30,Passing clouds.
2018-01-08,12 am,14,9,25,32,Passing clouds.
2018-01-08,6 am,2,6,23,37,Passing clouds.
2018-01-08,12 pm,6,9,39,43,Partly sunny.
2018-01-08,6 pm,14,7,32,36,Passing clouds.
2018-01-09,12 am,17,10,32,34,Overcast.
2018-01-09,6 am,7,11,32,37,Overcast.
2018-01-09,12 pm,6,13,39,45,Partly sunny.
2018-01-09,6 pm,14,14,34,37,Passing clouds.
2018-01-10,12 am,14,13,36,36,Passing clouds.
2018-01-10,6 am,9,13,36,39,Fog.
2018-01-10,12 pm,7,9,43,46,Overcast.
2018-01-10,6 pm,17,7,39,45,Overcast.
2018-01-11,12 am,34,15,27,45,Drizzle. Fog.
2018-01-11,6 am,29,23,14,25,Light snow. Ice fog.
2018-01-11,12 pm,29,24,10,12,Light snow. Ice fog.
2018-01-11,6 pm,29,17,7,12,Light snow. Ice fog.
2018-01-12,12 am,13,14,0,3,Clear.
2018-01-12,6 am,2,13,-2,3,Passing clouds.
2018-01-12,12 pm,2,14,7,9,Passing clouds.
2018-01-12,6 pm,14,14,5,7,Passing clouds.
2018-01-13,12 am,17,11,5,7,Overcast.
2018-01-13,6 am,6,7,3,10,Partly sunny.
2018-01-13,12 pm,2,2,10,12,Passing clouds.
2018-01-13,6 pm,14,5,7,9,Passing clouds.
2018-01-14,12 am,17,7,9,10,Overcast.
2018-01-14,6 am,29,11,12,19,Light snow. Ice fog.
2018-01-14,12 pm,7,12,21,23,Overcast.
2018-01-14,6 pm,29,8,21,25,Light snow. Ice fog.
2018-01-15,12 am,29,22,3,14,Light snow. Ice fog.
2018-01-15,6 am,6,22,0,3,Partly sunny.
2018-01-15,12 pm,6,24,1,3,Partly sunny.
2018-01-15,6 pm,14,17,-6,0,Passing clouds.
2018-01-16,12 am,29,14,-6,-2,Light snow. Ice fog.
2018-01-16,6 am,29,14,-4,3,Light snow. Ice fog.
2018-01-16,12 pm,29,11,3,7,Light snow. Ice fog.
2018-01-16,6 pm,13,4,0,1,Clear.
2018-01-17,12 am,13,4,-2,0,Clear.
2018-01-17,6 am,2,11,0,19,Passing clouds.
2018-01-17,12 pm,2,15,21,25,Passing clouds.
2018-01-17,6 pm,13,13,19,21,Clear.
2018-01-18,12 am,13,12,19,21,Clear.
2018-01-18,6 am,2,12,19,30,Passing clouds.
2018-01-18,12 pm,6,14,34,37,Partly sunny.
2018-01-18,6 pm,14,9,30,34,Passing clouds.
2018-01-19,12 am,14,4,30,34,Passing clouds.
2018-01-19,6 am,5,9,34,43,High level clouds.
2018-01-19,12 pm,6,14,45,46,Partly sunny.
2018-01-19,6 pm,14,9,36,43,Passing clouds.
2018-01-20,12 am,14,4,30,34,Passing clouds.
2018-01-20,6 am,2,4,30,45,Passing clouds.
